COUNTYNAME,YEAR,count_Biofuel,count_Energy Storage,count_Natural Gas/Propane,count_Solar,count_Waste Gas,count_Wind,total_Biofuel,total_Energy Storage,total_Natural Gas/Propane,total_Solar,total_Waste Gas,total_Wind,GEOIDFQ
Union,2007,0,0,0,0,0,0,0,0,0,0,0,0,0500000US39159
Union,2008,0,0,0,0,0,0,0,0,0,0,0,0,0500000US39159
Union,2009,0,0,0,0,0,0,0,0,0,0,0,0,0500000US39159
Union,2010,0,0,0,0,0,0,0,0,0,0,0,0,0500000US39159
Union,2011,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.254999999999999,0.0,0.0,0500000US39159
Union,2012,0,0,0,0,0,0,0,0,0,0,0,0,0500000US39159
Union,2013,0,0,0,0,0,0,0,0,0,0,0,0,0500000US39159
Union,2014,0,0,0,0,0,0,0,0,0,0,0,0,0500000US39159
Union,2015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.01,0.0,0.0,0500000US39159
Union,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.44,0.0,0.0,0500000US39159
Union,2017,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25.4,0.0,0.0,0500000US39159
Union,2018,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,34.6,0.0,0.0,0500000US39159
Union,2019,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,44.935,0.0,0.0,0500000US39159
Union,2020,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,112.1,0.0,0.0,0500000US39159
Union,2021,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,119.59,0.0,0.0,0500000US39159
Union,2022,0.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,229.114,0.0,0.0,0500000US39159
Union,2023,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,293.22,0.0,0.0,0500000US39159
Union,2024,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,147.3,0.0,0.0,0500000US39159
